 iteration        1/    1000 | consumed samples:         1024 | consumed tokens:       262144 | elapsed time per iteration (ms): 83781.7 | learning rate: 6.000E-05 | global batch size:  1024 | lm loss: 1.082687E+01 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.222 | tokens per gpu per second (tgs): 1564.447 | TFLOPs: 1.35 |
 iteration      949/    1000 | consumed samples:       971776 | consumed tokens:    248774656 | elapsed time per iteration (ms): 81533.1 | learning rate: 6.346E-06 | global batch size:  1024 | lm loss: 6.344609E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.559 | tokens per gpu per second (tgs): 1607.592 | TFLOPs: 1.38 |
 iteration      950/    1000 | consumed samples:       972800 | consumed tokens:    249036800 | elapsed time per iteration (ms): 81211.8 | learning rate: 6.332E-06 | global batch size:  1024 | lm loss: 6.295248E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.609 | tokens per gpu per second (tgs): 1613.952 | TFLOPs: 1.39 |
 iteration      951/    1000 | consumed samples:       973824 | consumed tokens:    249298944 | elapsed time per iteration (ms): 81622.6 | learning rate: 6.319E-06 | global batch size:  1024 | lm loss: 6.312322E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.546 | tokens per gpu per second (tgs): 1605.829 | TFLOPs: 1.38 |
 iteration      952/    1000 | consumed samples:       974848 | consumed tokens:    249561088 | elapsed time per iteration (ms): 81608.3 | learning rate: 6.306E-06 | global batch size:  1024 | lm loss: 6.304088E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.548 | tokens per gpu per second (tgs): 1606.111 | TFLOPs: 1.38 |
 iteration      953/    1000 | consumed samples:       975872 | consumed tokens:    249823232 | elapsed time per iteration (ms): 81661.3 | learning rate: 6.294E-06 | global batch size:  1024 | lm loss: 6.320573E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.540 | tokens per gpu per second (tgs): 1605.069 | TFLOPs: 1.38 |
 iteration      954/    1000 | consumed samples:       976896 | consumed tokens:    250085376 | elapsed time per iteration (ms): 81649.6 | learning rate: 6.281E-06 | global batch size:  1024 | lm loss: 6.305319E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.541 | tokens per gpu per second (tgs): 1605.299 | TFLOPs: 1.38 |
 iteration      955/    1000 | consumed samples:       977920 | consumed tokens:    250347520 | elapsed time per iteration (ms): 81590.5 | learning rate: 6.269E-06 | global batch size:  1024 | lm loss: 6.311687E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.550 | tokens per gpu per second (tgs): 1606.461 | TFLOPs: 1.38 |
 iteration      956/    1000 | consumed samples:       978944 | consumed tokens:    250609664 | elapsed time per iteration (ms): 81592.1 | learning rate: 6.258E-06 | global batch size:  1024 | lm loss: 6.298790E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.550 | tokens per gpu per second (tgs): 1606.430 | TFLOPs: 1.38 |
 iteration      957/    1000 | consumed samples:       979968 | consumed tokens:    250871808 | elapsed time per iteration (ms): 81372.3 | learning rate: 6.246E-06 | global batch size:  1024 | lm loss: 6.300576E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.584 | tokens per gpu per second (tgs): 1610.768 | TFLOPs: 1.39 |
 iteration      958/    1000 | consumed samples:       980992 | consumed tokens:    251133952 | elapsed time per iteration (ms): 81510.9 | learning rate: 6.235E-06 | global batch size:  1024 | lm loss: 6.284950E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.563 | tokens per gpu per second (tgs): 1608.030 | TFLOPs: 1.38 |
 iteration      959/    1000 | consumed samples:       982016 | consumed tokens:    251396096 | elapsed time per iteration (ms): 81613.8 | learning rate: 6.224E-06 | global batch size:  1024 | lm loss: 6.299458E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.547 | tokens per gpu per second (tgs): 1606.003 | TFLOPs: 1.38 |
 iteration      960/    1000 | consumed samples:       983040 | consumed tokens:    251658240 | elapsed time per iteration (ms): 81294.5 | learning rate: 6.213E-06 | global batch size:  1024 | lm loss: 6.311710E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.596 | tokens per gpu per second (tgs): 1612.310 | TFLOPs: 1.39 |
 iteration      961/    1000 | consumed samples:       984064 | consumed tokens:    251920384 | elapsed time per iteration (ms): 81429.2 | learning rate: 6.202E-06 | global batch size:  1024 | lm loss: 6.281963E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.575 | tokens per gpu per second (tgs): 1609.644 | TFLOPs: 1.38 |
 iteration      962/    1000 | consumed samples:       985088 | consumed tokens:    252182528 | elapsed time per iteration (ms): 81683.5 | learning rate: 6.192E-06 | global batch size:  1024 | lm loss: 6.280230E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.536 | tokens per gpu per second (tgs): 1604.633 | TFLOPs: 1.38 |
 iteration      963/    1000 | consumed samples:       986112 | consumed tokens:    252444672 | elapsed time per iteration (ms): 81615.5 | learning rate: 6.182E-06 | global batch size:  1024 | lm loss: 6.343734E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.547 | tokens per gpu per second (tgs): 1605.970 | TFLOPs: 1.38 |
 iteration      964/    1000 | consumed samples:       987136 | consumed tokens:    252706816 | elapsed time per iteration (ms): 81703.2 | learning rate: 6.172E-06 | global batch size:  1024 | lm loss: 6.304036E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.533 | tokens per gpu per second (tgs): 1604.245 | TFLOPs: 1.38 |
 iteration      965/    1000 | consumed samples:       988160 | consumed tokens:    252968960 | elapsed time per iteration (ms): 81756.5 | learning rate: 6.163E-06 | global batch size:  1024 | lm loss: 6.291436E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.525 | tokens per gpu per second (tgs): 1603.200 | TFLOPs: 1.38 |
 iteration      966/    1000 | consumed samples:       989184 | consumed tokens:    253231104 | elapsed time per iteration (ms): 81622.0 | learning rate: 6.154E-06 | global batch size:  1024 | lm loss: 6.313226E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.546 | tokens per gpu per second (tgs): 1605.842 | TFLOPs: 1.38 |
 iteration      967/    1000 | consumed samples:       990208 | consumed tokens:    253493248 | elapsed time per iteration (ms): 81605.2 | learning rate: 6.145E-06 | global batch size:  1024 | lm loss: 6.320025E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.548 | tokens per gpu per second (tgs): 1606.172 | TFLOPs: 1.38 |
 iteration      968/    1000 | consumed samples:       991232 | consumed tokens:    253755392 | elapsed time per iteration (ms): 81874.1 | learning rate: 6.136E-06 | global batch size:  1024 | lm loss: 6.291167E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.507 | tokens per gpu per second (tgs): 1600.898 | TFLOPs: 1.38 |
 iteration      969/    1000 | consumed samples:       992256 | consumed tokens:    254017536 | elapsed time per iteration (ms): 81489.8 | learning rate: 6.128E-06 | global batch size:  1024 | lm loss: 6.281012E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.566 | tokens per gpu per second (tgs): 1608.447 | TFLOPs: 1.38 |
 iteration      970/    1000 | consumed samples:       993280 | consumed tokens:    254279680 | elapsed time per iteration (ms): 81591.2 | learning rate: 6.120E-06 | global batch size:  1024 | lm loss: 6.331902E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.550 | tokens per gpu per second (tgs): 1606.448 | TFLOPs: 1.38 |
 iteration      971/    1000 | consumed samples:       994304 | consumed tokens:    254541824 | elapsed time per iteration (ms): 81545.9 | learning rate: 6.112E-06 | global batch size:  1024 | lm loss: 6.282287E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.557 | tokens per gpu per second (tgs): 1607.340 | TFLOPs: 1.38 |
 iteration      972/    1000 | consumed samples:       995328 | consumed tokens:    254803968 | elapsed time per iteration (ms): 81446.4 | learning rate: 6.104E-06 | global batch size:  1024 | lm loss: 6.285447E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.573 | tokens per gpu per second (tgs): 1609.303 | TFLOPs: 1.38 |
 iteration      973/    1000 | consumed samples:       996352 | consumed tokens:    255066112 | elapsed time per iteration (ms): 81421.3 | learning rate: 6.097E-06 | global batch size:  1024 | lm loss: 6.305466E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.577 | tokens per gpu per second (tgs): 1609.799 | TFLOPs: 1.39 |
 iteration      974/    1000 | consumed samples:       997376 | consumed tokens:    255328256 | elapsed time per iteration (ms): 81522.5 | learning rate: 6.090E-06 | global batch size:  1024 | lm loss: 6.284665E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.561 | tokens per gpu per second (tgs): 1607.802 | TFLOPs: 1.38 |
 iteration      975/    1000 | consumed samples:       998400 | consumed tokens:    255590400 | elapsed time per iteration (ms): 81530.5 | learning rate: 6.083E-06 | global batch size:  1024 | lm loss: 6.301486E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.560 | tokens per gpu per second (tgs): 1607.645 | TFLOPs: 1.38 |
 iteration      976/    1000 | consumed samples:       999424 | consumed tokens:    255852544 | elapsed time per iteration (ms): 81544.9 | learning rate: 6.077E-06 | global batch size:  1024 | lm loss: 6.291737E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.557 | tokens per gpu per second (tgs): 1607.359 | TFLOPs: 1.38 |
 iteration      977/    1000 | consumed samples:      1000448 | consumed tokens:    256114688 | elapsed time per iteration (ms): 81625.2 | learning rate: 6.070E-06 | global batch size:  1024 | lm loss: 6.282587E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.545 | tokens per gpu per second (tgs): 1605.779 | TFLOPs: 1.38 |
 iteration      978/    1000 | consumed samples:      1001472 | consumed tokens:    256376832 | elapsed time per iteration (ms): 81707.2 | learning rate: 6.064E-06 | global batch size:  1024 | lm loss: 6.266517E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.533 | tokens per gpu per second (tgs): 1604.166 | TFLOPs: 1.38 |
 iteration      979/    1000 | consumed samples:      1002496 | consumed tokens:    256638976 | elapsed time per iteration (ms): 81872.5 | learning rate: 6.059E-06 | global batch size:  1024 | lm loss: 6.291279E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.507 | tokens per gpu per second (tgs): 1600.928 | TFLOPs: 1.38 |
 iteration      980/    1000 | consumed samples:      1003520 | consumed tokens:    256901120 | elapsed time per iteration (ms): 81824.6 | learning rate: 6.053E-06 | global batch size:  1024 | lm loss: 6.285241E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.515 | tokens per gpu per second (tgs): 1601.865 | TFLOPs: 1.38 |
 iteration      981/    1000 | consumed samples:      1004544 | consumed tokens:    257163264 | elapsed time per iteration (ms): 81887.2 | learning rate: 6.048E-06 | global batch size:  1024 | lm loss: 6.308745E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.505 | tokens per gpu per second (tgs): 1600.640 | TFLOPs: 1.38 |
 iteration      982/    1000 | consumed samples:      1005568 | consumed tokens:    257425408 | elapsed time per iteration (ms): 81571.9 | learning rate: 6.043E-06 | global batch size:  1024 | lm loss: 6.294037E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.553 | tokens per gpu per second (tgs): 1606.827 | TFLOPs: 1.38 |
 iteration      983/    1000 | consumed samples:      1006592 | consumed tokens:    257687552 | elapsed time per iteration (ms): 81573.3 | learning rate: 6.038E-06 | global batch size:  1024 | lm loss: 6.306773E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.553 | tokens per gpu per second (tgs): 1606.800 | TFLOPs: 1.38 |
 iteration      984/    1000 | consumed samples:      1007616 | consumed tokens:    257949696 | elapsed time per iteration (ms): 81478.9 | learning rate: 6.034E-06 | global batch size:  1024 | lm loss: 6.288383E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.568 | tokens per gpu per second (tgs): 1608.663 | TFLOPs: 1.38 |
